"green","industrial","urban","water","fkt","area","sum","p_water","p_green","p_industrial","p_urban","sum_check","urban_index1","urban_index2","index1_s","index2_s"
3917.73878996249,5002.02687998665,24672.7734478469,109.92140430212,"Ankadivato IIl",93349.831,33702.4605220982,0.00326152460678788,0.11624488922385,0.148417261009976,0.732076325159386,1,-1.15175873340255,-0.00396197102329837,-0.745781209091572,-0.00435464695518875
147036.631056439,14366.9256120777,90125.4681274509,12973.3892428174,"Ankasina",732735.948,264502.414038785,0.0490482829427602,0.555899013590395,0.0543168033618438,0.340735900105,1,2.82327765572498,0.214883694280094,1.82811500588108,0.236181087522823
132248.983791978,15554.9675013025,64566.1569511381,3800.99642200163,"Ankazomanga Andraharo",598928.582,216171.10466642,0.0175832770428178,0.611779192210056,0.071956737813344,0.298680792933782,1,2.68264942262434,1.01302257948102,1.73705609686428,1.11342452161652
62040.3278308193,33239.0630374232,91755.2091624161,8687.16390417644,"Ankazomanga Atsimo",542218.375,195721.763934835,0.044385272897238,0.316982263921734,0.169828139544512,0.468804323636515,1,0.581203813493317,-0.802418038074831,0.376338264416861,-0.881946699191683
231722.776037943,34084.6699562141,126699.147509113,6565.24202451319,"Ankazotoho Anosimahavelona",1104845.19,399071.835527783,0.0164512787925274,0.580654296817222,0.0854098608866654,0.317484563503585,1,2.39228659444387,0.903352054784665,1.54904177164536,0.992884413262731
1857.92416018542,1591.21523820845,11649.6046566991,140.003202873748,"Ankazotokana Ambony",42203.994,15238.7472579667,0.00918731707427953,0.121921056155985,0.104419032041927,0.764472594727808,1,-0.80088226537586,0.119019383105848,-0.518583386337779,0.130815543880189
55899.6933782618,27369.4338486898,149076.579393194,2183.58723374613,"Ankerana Ankadindramamy",649755.455,234529.293853892,0.00931050956519945,0.238348448757478,0.116699425470238,0.635641616207084,1,-0.104829337101666,0.259568472292919,-0.0678785821236953,0.285294630093571
174466.522236329,39162.589400782,111523.716151104,7876.12946873496,"Ankorondrano Andranomahery",922700.905,333028.95725695,0.0236499838740993,0.523877934439553,0.117595147651278,0.33487693403507,1,1.94248875403906,0.422264830225186,1.2577908633298,0.464116028716579
10447.5600159939,21794.0490736076,50712.8695801638,785.913498131184,"Ankorondrano Andrefana",231992.176,83740.3921678965,0.00938511843311476,0.124761297929522,0.260257308443353,0.60559627519401,1,-1.61718256748608,-0.812039818339598,-1.0471501847775,-0.892522106201748
51572.6146622568,76213.5584313134,119929.480420377,6135.84473490575,"Ankorondrano Atsinanana",703294.987,253851.498248853,0.0241710006725693,0.203160568355991,0.300228909252293,0.472439521719147,1,-1.12687375197466,-1.28038978415158,-0.729667807040181,-1.40729082626372
14245.9249063535,6650.3446345498,55630.3393361958,2106.37943674438,"Anosibe Ambohibarikely",217752.69,78632.9883138434,0.0267874779009708,0.181169827216721,0.0845744868299632,0.707468208052345,1,-0.0774735270193782,-0.0990559438769928,-0.0501652811282885,-0.108873503077312
19381.6943897723,11140.4216108931,64366.1165859552,11476.2674471214,"Anosibe Andrefana I",294563.309,106364.500033742,0.10789565544407,0.182219578746892,0.104738156126894,0.605146609682143,1,0.879991525252389,-2.27817339180486,0.569807829244118,-2.50396602238551
6291.76835029302,14169.8115782967,69161.2255820295,461.171422496438,"Anosibe Andrefana II",249465.403,90083.9769331157,0.00511935016855264,0.0698433679827928,0.157295581974776,0.767741699873879,1,-1.47828015536425,-0.190731501351294,-0.957208770960805,-0.209635140371758
