"","compact_ur","industrial","ricefield","sparse_urb","water","name_transect","id_transect","sum","p_water","p_ricefield","p_industrial","p_sparse","p_compact","sum_check"
"91",6695.09436389562,7092.61119937987,7629.66353788312,8243.60836853232,898.394805956632,"Mandroseza Equipe02",91,30650.3722756476,0.0293110569058382,0.248925640095571,0.231403753781324,0.268956223252207,0.218434357132263,0.997031031167204
"92",10145.0314046782,9030.05998360857,5339.92128859547,7905.75344581044,921.215777955789,"Mandroseza Equipe03",92,33433.9819006485,0.0275532774018138,0.159715384917759,0.270086285577412,0.236458626714071,0.303434734002816,0.997248308613871
"93",7790.06618851991,9973.59051375014,4070.66233487318,6483.12611330535,550.138894125004,"Soavimasoandro Equipe01",93,28960.5840445736,0.0189961256747543,0.140558710024907,0.344384992319204,0.223860337323553,0.26898857345315,0.996788738795569
"94",9689.37094166933,8557.88083428658,3083.65132415222,6143.41810481115,351.682761873584,"Soavimasoandro Equipe02",94,27920.0039667929,0.0125960856700402,0.110445948640259,0.306514312980222,0.220036433809892,0.347040457200276,0.996633238300689
"95",9279.68814238845,9824.28239657364,4464.2211716754,6722.64229708911,494.09317023505,"Soavimasoandro Equipe03",95,30879.9271779617,0.0160004642299699,0.144567088709374,0.318144610249762,0.217702660318672,0.300508744366832,0.99692356787461
"96",11426.2585322669,10635.1476729455,5099.95958321898,8562.20044968411,518.267445380478,"Soavimasoandro Equipe04",96,36337.833683496,0.014262475025193,0.140348476126558,0.292674234946918,0.235627707591521,0.314445231705062,0.997358125395252
"97",9593.41120651907,7522.27214823358,2569.38049943227,6468.66574993664,324.702290290879,"Soavimasoandro Equipe05",97,26575.4318944124,0.0122181378493099,0.0966825491168212,0.283053618022861,0.243407737478641,0.360987969814937,0.99635001228257
"98",10497.8836287983,8759.04096272546,2939.28607482269,5326.55258590877,357.899862771916,"Soavimasoandro Equipe06",98,27978.6631150271,0.0127918857774048,0.105054557565477,0.313061454248722,0.190379095813478,0.375210337450324,0.996497330855406
"99",8010.49750347062,4077.31719920457,1444.38161197315,3772.32576013789,111.405110844411,"Soavimasoandro Equipe07",99,17514.9271856306,0.00636058087274313,0.0824657503091493,0.232790987709594,0.21537775864879,0.457352600931306,0.994347678471583
"100",9335.47505898148,7103.49120616649,3778.55889538492,5457.46154148114,376.51212021336,"Soavimasoandro Equipe08",100,26151.4988222274,0.0143973438299966,0.144487278571328,0.271628454432176,0.208686376967525,0.356976673591145,0.996176127392171
"101",9125.21277381877,7560.53857086058,2082.42789351764,4978.81268543494,199.690567866899,"Soavimasoandro Equipe09",101,24047.6824914988,0.0083039423003648,0.0865957829513846,0.314397804176487,0.207039189210645,0.379463292441783,0.995800011080664
"102",7481.65139888946,5372.5649516433,1352.14960973425,3715.91151208555,136.469191476703,"Soavimasoandro Equipe10",102,18160.7466638293,0.00751451435355949,0.0744545163678386,0.295833924182414,0.204612265171152,0.411968270764476,0.99438349083944
