Month Created,Date Created,Time Created,Syncing Date,Latitude,Longitude,PetScannerChip,PetScannerSerial,AnswerCode,Organization,RegionName,ProjectName,UserName,FormName,SpeciesName,WardLocation,GpsDeleted,Accuracy,nombre de chien ,photo ,photo,animal loc_lat,animal loc_lon,collier ,couleur collier ,sexe ,âge,couleur ,date,remarque ,deja_vu,Gardien
Jun,28/06/2024,6:57 AM,29/06/2024,-18.9056384,47.5599593,,,C-280624065617-21035-30,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,1,Madagascar_Comptages_1719546994365.jpg,Madagascar_Comptages_1719547010309.jpg,-18.90564197,47.56004848,non,,mâle ,1 à 3  ans,noire,28/06/2024,,,
Jun,28/06/2024,6:56 AM,29/06/2024,-18.9056715,47.5601226,,,C-280624065529-21035-29,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,0,Madagascar_Comptages_1719546942515.jpg,Madagascar_Comptages_1719546957358.jpg,-18.90564102,47.56011385,non,,femelle ,1 à 3  ans,noire,28/06/2024,,,
Jun,28/06/2024,6:55 AM,29/06/2024,-18.905815,47.5604035,,,C-280624065426-21035-28,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,2,Madagascar_Comptages_1719546888863.jpg,Madagascar_Comptages_1719546901556.jpg,-18.9056721,47.56012324,non,,mâle ,1 à 3  ans,Autre,28/06/2024,,,
Jun,28/06/2024,6:50 AM,29/06/2024,-18.9054416,47.5591613,,,C-280624065002-21035-27,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,0,Madagascar_Comptages_1719546619676.jpg,Madagascar_Comptages_1719546633050.jpg,-18.90766499,47.55919419,non,,femelle ,6 mois à 1 an ,noire,28/06/2024,,,
Jun,28/06/2024,6:49 AM,29/06/2024,-18.9077775,47.5590891,,,C-280624064839-21035-26,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,2,Madagascar_Comptages_1719546546933.jpg,Madagascar_Comptages_1719546565949.jpg,-18.90767768,47.55918916,non,,mâle ,6 mois à 1 an ,noire,28/06/2024,,,
Jun,28/06/2024,6:45 AM,29/06/2024,-18.9079911,47.5604815,,,C-280624064429-21035-25,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,0,Madagascar_Comptages_1719546284555.jpg,Madagascar_Comptages_1719546295614.jpg,-18.90799994,47.56047562,non,,mâle ,< 6 mois,noire,28/06/2024,,,
Jun,28/06/2024,6:44 AM,29/06/2024,-18.9079425,47.5605481,,,C-280624064319-21035-24,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,2,Madagascar_Comptages_1719546220989.jpg,Madagascar_Comptages_1719546234759.jpg,-18.90799106,47.56048165,non,,mâle ,1 à 3  ans,noire,28/06/2024,,,
Jun,28/06/2024,6:43 AM,29/06/2024,-18.9080087,47.5604587,,,C-280624063617-21035-23,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,1,Madagascar_Comptages_1719546124006.jpg,Madagascar_Comptages_1719546155879.jpg,-18.90801104,47.56052524,non,,mâle ,3 - 5 ans ,Autre,28/06/2024,,,
Jun,28/06/2024,6:35 AM,29/06/2024,-18.9091683,47.5596315,,,C-280624063438-21035-22,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,0,Madagascar_Comptages_1719545701695.jpg,Madagascar_Comptages_1719545715765.jpg,-18.90921856,47.55953785,non,,mâle ,6 mois à 1 an ,noire,28/06/2024,,,
Jun,28/06/2024,6:34 AM,29/06/2024,-18.9091893,47.5595281,,,C-280624063306-21035-21,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,2,Madagascar_Comptages_1719545621830.jpg,Madagascar_Comptages_1719545637945.jpg,-18.90921158,47.5595345,non,,femelle ,1 à 3  ans,Autre,28/06/2024,,,
Jun,28/06/2024,6:33 AM,29/06/2024,-18.9091039,47.559186,,,C-280624063156-21035-20,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,1,Madagascar_Comptages_1719545530076.jpg,Madagascar_Comptages_1719545542497.jpg,-18.90919413,47.55954958,non,,mâle ,6 mois à 1 an ,fauve roux,28/06/2024,,,
Jun,28/06/2024,6:31 AM,29/06/2024,-18.9091872,47.5595276,,,C-280624063028-21035-19,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,1,Madagascar_Comptages_1719545457909.jpg,Madagascar_Comptages_1719545474318.jpg,-18.90921538,47.55954288,non,,femelle ,3 - 5 ans ,Autre,28/06/2024,,,
Jun,28/06/2024,6:30 AM,29/06/2024,-18.9091014,47.5591823,,,C-280624062927-21035-18,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,1,Madagascar_Comptages_1719545388307.jpg,Madagascar_Comptages_1719545400852.jpg,-18.90918493,47.55953014,non,,femelle ,1 à 3  ans,fauve roux,28/06/2024,,,
Jun,28/06/2024,6:29 AM,29/06/2024,-18.9092383,47.5594967,,,C-280624062827-21035-17,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,1,Madagascar_Comptages_1719545322979.jpg,Madagascar_Comptages_1719545335818.jpg,-18.90921634,47.55953215,non,,mâle ,3 - 5 ans ,noire,28/06/2024,,,
Jun,28/06/2024,6:27 AM,29/06/2024,-18.9092617,47.5592332,,,C-280624062624-21035-16,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,1,Madagascar_Comptages_1719545196149.jpg,Madagascar_Comptages_1719545207235.jpg,-18.90931752,47.55929947,non,,femelle ,1 à 3  ans,Blanc,28/06/2024,,,
Jun,28/06/2024,6:26 AM,29/06/2024,-18.9093079,47.559278,,,C-280624062500-21035-15,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,1,Madagascar_Comptages_1719545111064.jpg,Madagascar_Comptages_1719545124147.jpg,-18.90930546,47.55927633,non,,mâle ,6 mois à 1 an ,Autre,28/06/2024,,,
Jun,28/06/2024,6:24 AM,29/06/2024,-18.9096964,47.5592559,,,C-270624151739-21035-14,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe 1,Comptage chien errant ,Dog,,No,0,1,Madagascar_Comptages_1719545032972.jpg,Madagascar_Comptages_1719545046697.jpg,-18.90934479,47.55928975,non,,femelle ,1 à 3  ans,Autre,28/06/2024,,,
Jul,01/07/2024,7:07 AM,01/07/2024,-18.9066586,47.5530046,,,C-010724070633-21259-71,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,12.147,1,Madagascar_Comptages_1719806816395.jpg,Madagascar_Comptages_1719806824735.jpg,-18.9066586,47.5530046,non,,mâle ,> 5 ans ,"Blanc,noire",01/07/2024,,,
Jul,01/07/2024,7:05 AM,01/07/2024,-18.9072497,47.553043,,,C-010724070411-21259-70,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,11.326,1,Madagascar_Comptages_1719806718921.jpg,Madagascar_Comptages_1719806702531.jpg,-18.9072497,47.553043,non,,mâle ,> 5 ans ,"Blanc,sable",01/07/2024,,,
Jul,01/07/2024,7:01 AM,01/07/2024,-18.908169,47.5534323,,,C-010724070039-21259-69,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,15,1,Madagascar_Comptages_1719806447037.jpg,Madagascar_Comptages_1719806452873.jpg,-18.908169,47.5534323,non,,,3 - 5 ans ,"gris,noire",01/07/2024,,,
Jul,01/07/2024,7:00 AM,01/07/2024,-18.9083636,47.5535596,,,C-010724065947-21259-68,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,5.907,1,Madagascar_Comptages_1719806397179.jpg,Madagascar_Comptages_1719806402963.jpg,-18.9083636,47.5535596,non,,femelle ,3 - 5 ans ,"Blanc,gris,noire",01/07/2024,,,
Jul,01/07/2024,6:59 AM,01/07/2024,-18.908418,47.5535601,,,C-010724065905-21259-67,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,18.97,0,Madagascar_Comptages_1719806353812.jpg,Madagascar_Comptages_1719806363275.jpg,-18.908418,47.5535601,non,,femelle ,< 6 mois,"Blanc,gris,noire",01/07/2024,,,
Jul,01/07/2024,6:59 AM,01/07/2024,-18.9084658,47.5536407,,,C-010724065811-21259-66,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,3.9,0,Madagascar_Comptages_1719806302360.jpg,Madagascar_Comptages_1719806310403.jpg,-18.9084658,47.5536407,non,,mâle ,< 6 mois,"Blanc,gris",01/07/2024,efa hita tamin'ny herinandro,,
Jul,01/07/2024,6:58 AM,01/07/2024,-18.9085773,47.5536536,,,C-010724065719-21259-65,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,4.465,3,Madagascar_Comptages_1719806258763.jpg,Madagascar_Comptages_1719806266817.jpg,-18.9085773,47.5536536,non,,mâle ,< 6 mois,"Blanc,sable",01/07/2024,,,
Jul,01/07/2024,6:57 AM,01/07/2024,-18.9084675,47.5536074,,,C-010724065609-21259-64,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,3.9,0,Madagascar_Comptages_1719806178691.jpg,Madagascar_Comptages_1719806184508.jpg,-18.9084675,47.5536074,non,,mâle ,3 - 5 ans ,sable,01/07/2024,boiterie du membre postérieur gauche,,
Jul,01/07/2024,6:56 AM,01/07/2024,-18.9084853,47.553636,,,C-010724065526-21259-63,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,3.9,2,Madagascar_Comptages_1719806132665.jpg,Madagascar_Comptages_1719806138571.jpg,-18.9084853,47.553636,non,,mâle ,3 - 5 ans ,"Blanc,gris",01/07/2024,,,
Jul,01/07/2024,6:55 AM,01/07/2024,-18.9083993,47.5537241,,,C-010724065442-21259-62,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,7.56,1,Madagascar_Comptages_1719806090056.jpg,Madagascar_Comptages_1719806096753.jpg,-18.9083993,47.5537241,non,,mâle ,1 à 3  ans,"gris,noire",01/07/2024,,,
Jul,01/07/2024,6:53 AM,01/07/2024,-18.908495,47.5539044,,,C-010724065234-21259-61,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,96,1,Madagascar_Comptages_1719805986540.jpg,Madagascar_Comptages_1719805992528.jpg,-18.908495,47.5539044,non,,mâle ,3 - 5 ans ,noire,01/07/2024,,,
Jul,01/07/2024,6:48 AM,01/07/2024,-18.9087717,47.5545189,,,C-010724064824-21259-60,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,77.6,1,Madagascar_Comptages_1719805719810.jpg,Madagascar_Comptages_1719805725925.jpg,-18.9087717,47.5545189,non,,femelle ,1 à 3  ans,noire,01/07/2024,,,
Jul,01/07/2024,6:48 AM,01/07/2024,-18.9095848,47.5539061,,,C-010724064741-21259-59,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,15,2,Madagascar_Comptages_1719805672192.jpg,Madagascar_Comptages_1719805677535.jpg,-18.9095848,47.5539061,oui,autre,mâle ,1 à 3  ans,sable,01/07/2024,,,
Jul,01/07/2024,6:46 AM,01/07/2024,-18.9088749,47.5537407,,,C-010724064547-21259-58,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,60.122,0,Madagascar_Comptages_1719805554058.jpg,Madagascar_Comptages_1719805560189.jpg,-18.9088749,47.5537407,non,,femelle ,1 à 3  ans,sable,01/07/2024,,,
Jul,01/07/2024,6:45 AM,01/07/2024,-18.9088813,47.5537657,,,C-010724064519-21259-57,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,60,0,Madagascar_Comptages_1719805526255.jpg,Madagascar_Comptages_1719805532271.jpg,-18.9088813,47.5537657,non,,mâle ,3 - 5 ans ,sable,01/07/2024,,,
Jul,01/07/2024,6:45 AM,01/07/2024,-18.9089024,47.553779,,,C-010724064429-21259-56,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,39.724,3,Madagascar_Comptages_1719805475561.jpg,Madagascar_Comptages_1719805482604.jpg,-18.9089024,47.553779,non,,mâle ,3 - 5 ans ,"noire,sable",01/07/2024,,,
Jul,01/07/2024,6:44 AM,01/07/2024,-18.909369,47.5537665,,,C-010724064342-21259-55,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,21.901,1,Madagascar_Comptages_1719805435398.jpg,Madagascar_Comptages_1719805445034.jpg,-18.909369,47.5537665,non,,mâle ,< 6 mois,sable,01/07/2024,,,
Jul,01/07/2024,6:41 AM,01/07/2024,-18.9097818,47.5538031,,,C-010724064107-21259-54,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,11.364,1,Madagascar_Comptages_1719805284023.jpg,Madagascar_Comptages_1719805295762.jpg,-18.9097818,47.5538031,non,,mâle ,> 5 ans ,sable,01/07/2024,,,
Jul,01/07/2024,6:40 AM,01/07/2024,-18.9101694,47.5533711,,,C-010724063952-21259-53,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,15,1,Madagascar_Comptages_1719805203077.jpg,Madagascar_Comptages_1719805214236.jpg,-18.9101694,47.5533711,non,,mâle ,> 5 ans ,"gris,noire",01/07/2024,,,
Jul,01/07/2024,6:34 AM,01/07/2024,-18.9118543,47.5517934,,,C-010724063249-21259-52,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,34.721,1,Madagascar_Comptages_1719804815738.jpg,Madagascar_Comptages_1719804824255.jpg,-18.9118356,47.5517913,non,,mâle ,3 - 5 ans ,"noire,sable",01/07/2024,,,
Jul,01/07/2024,6:31 AM,01/07/2024,-18.9126757,47.5508846,,,C-010724063110-21259-51,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,56.1,1,Madagascar_Comptages_1719804684316.jpg,Madagascar_Comptages_1719804690198.jpg,-18.9126757,47.5508846,non,,mâle ,1 à 3  ans,sable,01/07/2024,,,
Jul,01/07/2024,6:29 AM,01/07/2024,-18.9132833,47.5494627,,,C-010724062818-21259-50,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,3.9,1,Madagascar_Comptages_1719804507435.jpg,Madagascar_Comptages_1719804513844.jpg,-18.9132833,47.5494627,non,,mâle ,3 - 5 ans ,"Fauve charbonné (Feu),noire",01/07/2024,,,
Jul,01/07/2024,6:28 AM,01/07/2024,-18.9129173,47.5497967,,,C-010724062729-21259-49,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,15,1,Madagascar_Comptages_1719804463869.jpg,Madagascar_Comptages_1719804470553.jpg,-18.9129173,47.5497967,non,,femelle ,3 - 5 ans ,sable,01/07/2024,,,
Jul,01/07/2024,6:27 AM,01/07/2024,-18.9137254,47.5493534,,,C-010724062351-21259-48,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,72.9,1,Madagascar_Comptages_1719804410696.jpg,Madagascar_Comptages_1719804402592.jpg,-18.9137254,47.5493534,non,,mâle ,1 à 3  ans,sable,01/07/2024,,,
Jul,01/07/2024,6:21 AM,01/07/2024,-18.9135553,47.5491186,,,C-010724061945-21259-47,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,64.1,1,Madagascar_Comptages_1719804009407.jpg,Madagascar_Comptages_1719804063005.jpg,-18.9135553,47.5491186,non,,femelle ,6 mois à 1 an ,"gris,noire",01/07/2024,efa hita t@ zoma,,
Jul,01/07/2024,6:19 AM,01/07/2024,-18.9134359,47.5493073,,,C-010724061834-21259-46,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,82.5,1,Madagascar_Comptages_1719803941841.jpg,Madagascar_Comptages_1719803956380.jpg,-18.9134359,47.5493073,non,,mâle ,3 - 5 ans ,sable,01/07/2024,,,
Jul,01/07/2024,6:18 AM,01/07/2024,-18.9135623,47.5494366,,,C-010724061730-21259-45,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,68.5,1,Madagascar_Comptages_1719803865306.jpg,Madagascar_Comptages_1719803896966.jpg,-18.9135623,47.5494366,non,,mâle ,3 - 5 ans ,"Blanc,noire",01/07/2024,,,
Jul,01/07/2024,6:17 AM,01/07/2024,-18.9134406,47.5493112,,,C-010724061640-21259-44,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe8,Comptage chien errant ,Dog,,No,77.6,1,Madagascar_Comptages_1719803835365.jpg,Madagascar_Comptages_1719803845418.jpg,-18.9134406,47.5493112,non,,mâle ,1 à 3  ans,"gris,noire",01/07/2024,,,
Jul,01/07/2024,7:06 AM,01/07/2024,-18.9056656,47.5558592,,,C-010724070541-21256-58,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,6.848,1,Madagascar_Comptages_1719806748288.jpg,Madagascar_Comptages_1719806790260.jpg,-18.90575235,47.55587094,non,,femelle ,> 5 ans ,"fauve roux,noire",01/07/2024,,,
Jul,01/07/2024,7:04 AM,01/07/2024,-18.9055293,47.5557405,,,C-010724070342-21256-57,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,13.66,1,Madagascar_Comptages_1719806640381.jpg,Madagascar_Comptages_1719806646265.jpg,-18.9055293,47.5557405,non,,mâle ,6 mois à 1 an ,fauve roux,01/07/2024,,,
Jul,01/07/2024,7:02 AM,01/07/2024,-18.9055688,47.5558098,,,C-010724070218-21256-56,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,10.275,0,Madagascar_Comptages_1719806545336.jpg,Madagascar_Comptages_1719806553020.jpg,-18.9055688,47.5558098,non,,mâle ,1 à 3  ans,"Blanc,fauve roux,noire",01/07/2024,,,
Jul,01/07/2024,7:01 AM,01/07/2024,-18.9052846,47.5561912,,,C-010724070119-21256-55,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,7.6,0,Madagascar_Comptages_1719806487794.jpg,Madagascar_Comptages_1719806494256.jpg,-18.9052846,47.5561912,non,,mâle ,1 à 3  ans,"Fauve charbonné (Feu),noire",01/07/2024,,,
Jul,01/07/2024,7:01 AM,01/07/2024,-18.905319,47.5562867,,,C-010724070028-21256-54,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,12.355,0,Madagascar_Comptages_1719806439522.jpg,Madagascar_Comptages_1719806470164.jpg,-18.90554,47.556053,non,,mâle ,1 à 3  ans,Fauve charbonné (Feu),01/07/2024,,,
Jul,01/07/2024,7:00 AM,01/07/2024,-18.9054654,47.5560664,,,C-010724065943-21256-53,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,52.4,0,Madagascar_Comptages_1719806391281.jpg,Madagascar_Comptages_1719806404410.jpg,-18.9054654,47.5560664,non,,mâle ,1 à 3  ans,"fauve roux,noire",01/07/2024,,,
Jul,01/07/2024,6:59 AM,01/07/2024,-18.9053287,47.5562435,,,C-010724065826-21256-52,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,11.518,5,Madagascar_Comptages_1719806322475.jpg,Madagascar_Comptages_1719806328658.jpg,-18.90533334,47.55635574,non,,femelle ,3 - 5 ans ,"Blanc,noire",01/07/2024,,,
Jul,01/07/2024,6:57 AM,01/07/2024,-18.9051128,47.5561352,,,C-010724065643-21256-51,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,5.923,1,Madagascar_Comptages_1719806217216.jpg,Madagascar_Comptages_1719806224154.jpg,-18.90507991,47.55613212,non,,mâle ,1 à 3  ans,Fauve charbonné (Feu),01/07/2024,,,
Jul,01/07/2024,6:55 AM,01/07/2024,-18.9046841,47.5556443,,,C-010724065352-21256-50,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,6.271,1,Madagascar_Comptages_1719806038408.jpg,Madagascar_Comptages_1719806047755.jpg,-18.90474971,47.55563054,non,,mâle ,1 à 3  ans,"Fauve charbonné (Feu),noire",01/07/2024,,,
Jul,01/07/2024,6:52 AM,01/07/2024,-18.9040109,47.5545,,,C-010724065136-21256-49,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,3.9,1,Madagascar_Comptages_1719805906280.jpg,Madagascar_Comptages_1719805939969.jpg,-18.9040109,47.5545,non,,mâle ,6 mois à 1 an ,Blanc,01/07/2024,,,
Jul,01/07/2024,6:51 AM,01/07/2024,-18.9047454,47.5553206,,,C-010724065028-21256-48,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,8.273,1,Madagascar_Comptages_1719805843521.jpg,Madagascar_Comptages_1719805853165.jpg,-18.90399163,47.55461264,non,,femelle ,6 mois à 1 an ,fauve roux,01/07/2024,,,
Jul,01/07/2024,6:49 AM,01/07/2024,-18.9041302,47.5544844,,,C-010724064757-21256-47,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,3.9,0,Madagascar_Comptages_1719805689212.jpg,Madagascar_Comptages_1719805700774.jpg,-18.90461618,47.55485471,non,,mâle ,1 à 3  ans,Fauve charbonné (Feu),01/07/2024,,,
Jul,01/07/2024,6:47 AM,01/07/2024,-18.9044185,47.5545158,,,C-010724064625-21256-46,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,6.479,2,Madagascar_Comptages_1719805601634.jpg,Madagascar_Comptages_1719805610171.jpg,-18.90447407,47.55462237,non,,mâle ,1 à 3  ans,"Blanc,Fauve charbonné (Feu),noire",01/07/2024,,,
Jul,01/07/2024,6:45 AM,01/07/2024,-18.9041923,47.5543226,,,C-010724064427-21256-45,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,8.109,1,Madagascar_Comptages_1719805480999.jpg,Madagascar_Comptages_1719805486254.jpg,-18.90429676,47.55427435,non,,femelle ,1 à 3  ans,"Fauve charbonné (Feu),noire",01/07/2024,,,
Jul,01/07/2024,6:41 AM,01/07/2024,-18.9038913,47.5555105,,,C-010724064003-21256-44,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,5.764,1,Madagascar_Comptages_1719805224214.jpg,Madagascar_Comptages_1719805231226.jpg,-18.90392153,47.55552929,non,,mâle ,3 - 5 ans ,Fauve charbonné (Feu),01/07/2024,,,
Jul,01/07/2024,6:38 AM,01/07/2024,-18.9033018,47.5556127,,,C-010724063721-21256-43,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,11.27,1,Madagascar_Comptages_1719805048018.jpg,Madagascar_Comptages_1719805057009.jpg,-18.90328809,47.555595,non,,mâle ,1 à 3  ans,"Fauve charbonné (Feu),noire",01/07/2024,,,
Jul,01/07/2024,6:36 AM,01/07/2024,-18.9031022,47.5556845,,,C-010724063529-21256-42,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,7.494,1,Madagascar_Comptages_1719804938714.jpg,Madagascar_Comptages_1719804946201.jpg,-18.90320657,47.5556349,non,,mâle ,3 - 5 ans ,"Blanc,fauve roux",01/07/2024,,,
Jul,01/07/2024,6:34 AM,01/07/2024,-18.9033389,47.556258,,,C-010724062956-21256-41,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe5,Comptage chien errant ,Dog,,No,15,1,Madagascar_Comptages_1719804789464.jpg,Madagascar_Comptages_1719804797392.jpg,-18.90324939,47.55612742,non,,femelle ,1 à 3  ans,fauve roux,01/07/2024,,,
Jul,01/07/2024,6:40 AM,01/07/2024,-18.9030675,47.5532108,,,C-010724063911-21258-29,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe7,Comptage chien errant ,Dog,,No,37.774,1,Madagascar_Comptages_1719805165209.jpg,Madagascar_Comptages_1719805177926.jpg,-18.90305591,47.55329702,non,,femelle ,1 à 3  ans,"Blanc,Fauve charbonné (Feu)",01/07/2024,misy dépôt sauvage ,,
Jul,01/07/2024,6:39 AM,01/07/2024,-18.9031252,47.5533176,,,C-010724063816-21258-28,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe7,Comptage chien errant ,Dog,,No,23.953,0,Madagascar_Comptages_1719805113809.jpg,Madagascar_Comptages_1719805125080.jpg,-18.9029893,47.55322494,non,,mâle ,1 à 3  ans,noire,01/07/2024,,,
Jul,01/07/2024,6:38 AM,01/07/2024,-18.9036358,47.5534045,,,C-010724063643-21258-27,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe7,Comptage chien errant ,Dog,,No,5.535,2,Madagascar_Comptages_1719805012675.jpg,Madagascar_Comptages_1719805025497.jpg,-18.90324305,47.55334698,non,,mâle ,1 à 3  ans,fauve roux,01/07/2024,misy dépôt sauvage ,,
Jul,01/07/2024,6:35 AM,01/07/2024,-18.9031259,47.5534413,,,C-010724063421-21258-26,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe7,Comptage chien errant ,Dog,,No,7.068,1,Madagascar_Comptages_1719804873749.jpg,Madagascar_Comptages_1719804885390.jpg,-18.90308699,47.55341437,non,,mâle ,1 à 3  ans,Blanc,01/07/2024,misy tatatra,,
Jul,01/07/2024,6:30 AM,01/07/2024,-18.9014741,47.5542049,,,C-010724062829-21258-25,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe7,Comptage chien errant ,Dog,,No,7.612,1,Madagascar_Comptages_1719804554599.jpg,Madagascar_Comptages_1719804563859.jpg,-18.90150704,47.55396087,non,,femelle ,3 - 5 ans ,fauve roux,01/07/2024,misy tatatra,,
Jul,01/07/2024,6:25 AM,01/07/2024,-18.9027308,47.5527858,,,C-010724062405-21258-24,CIRAD Madagascar,Antananarivo,Madagascar Comptages,Equipe7,Comptage chien errant ,Dog,,No,5.387,1,Madagascar_Comptages_1719804251758.jpg,Madagascar_Comptages_1719804269947.jpg,-18.90302419,47.55263016,non,,mâle ,1 à 3  ans,fauve roux,01/07/2024,misy dépôt fako,,
