"","fid","id_transect","Name","fkt","tr_lengh","tr_area","green","industrial","urban","water","name_transect","sum","p_water","p_green","p_industrial","p_urban","sum_check","id_fkt","Seclasse","length","area_real","area_admin","percentage covared","pcc_bac","pcc_total","population","index1","index2","pop_dens_s","area_s","pcc_s","length_s"
"57",579,57,"Andraisoro Equipe08","Andraisoro",1751,99202,5855.15251533948,4018.0434567862,25771.1349113077,171.558341010008,"Andraisoro Equipe08",35815.8892244434,0.00479000646709963,0.163479188765848,0.112186058863617,0.719544745903436,1,10,"Pauvre",17226.942,992061,1240938.446,0.799444165,9,33,22319,0.0663080353673997,0.767007708406222,-0.187402618970361,1.71058206231557,2.67677536041523,1.5304404997266
"58",581,58,"Andraisoro Equipe09","Andraisoro",1581,92953,2086.31059562866,5354.67740810022,26018.6489172707,98.3438697829843,"Andraisoro Equipe09",33557.9807907826,0.00293056576902257,0.0621703257009347,0.159564946457416,0.775334162072627,1,10,"Pauvre",17226.942,992061,1240938.446,0.799444165,9,33,22319,-1.20169257733505,-0.573585268968934,-0.187402618970361,1.71058206231557,2.67677536041523,1.5304404997266
"59",580,59,"Andraisoro Equipe10","Andraisoro",1745,101352,6480.65185794032,4217.51637393676,25751.5987388682,141.62559632957,"Andraisoro Equipe10",36591.3925670749,0.0038704620511493,0.177108642314194,0.115259794122504,0.703761101512153,1,10,"Pauvre",17226.942,992061,1240938.446,0.799444165,9,33,22319,0.147864581735707,0.862955621171139,-0.187402618970361,1.71058206231557,2.67677536041523,1.5304404997266
"60",473,60,"Anjanahary Equipe01","Anjanahary",826,45907,1190.33460086965,1947.70478842966,13395.5448159057,37.6130957007408,"Anjanahary Equipe01",16571.1973009058,0.00226978745215259,0.0718315387388811,0.117535549970382,0.808363123838585,1,11,"Moyen",4350.724,180131,125489.511,1.435426743,3,5,6649,-0.823775344314591,0.328929719801186,2.1836804998346,-1.40503779255395,-0.647081347996029,-1.19211415935594
"61",475,61,"Anjanahary Equipe03","Anjanahary",950,38326,653.402588279839,1709.01406444065,11447.7671019612,24.9419369697571,"Anjanahary Equipe03",13835.1256916515,0.0018027980031152,0.0472278028290066,0.123527180202773,0.827442218965105,1,11,"Moyen",4350.724,180131,125489.511,1.435426743,3,5,6649,-1.09204025916711,0.108600665596547,2.1836804998346,-1.40503779255395,-0.647081347996029,-1.19211415935594
"62",476,62,"Anjanahary Equipe06","Anjanahary",900,39098,702.750123478433,1819.2447162968,11571.3196833596,19.910984583199,"Anjanahary Equipe06",14113.225507718,0.00141080326196945,0.0497937288038176,0.12890353911669,0.819891928817523,1,11,"Moyen",4350.724,180131,125489.511,1.435426743,3,5,6649,-1.11529525836279,0.0537266721246929,2.1836804998346,-1.40503779255395,-0.647081347996029,-1.19211415935594
"63",479,63,"Anjanahary Equipe09","Anjanahary",809,37592,752.079071957443,1748.2135885332,11052.6010296633,17,"Anjanahary Equipe09",13569.893690154,0.00125277326323749,0.0554226207758088,0.128830308361344,0.814494297599609,1,11,"Moyen",4350.724,180131,125489.511,1.435426743,3,5,6649,-1.06798310664777,0.100897888215111,2.1836804998346,-1.40503779255395,-0.647081347996029,-1.19211415935594
"64",584,64,"Anjanahary Equipe10","Anjanahary",874,43376,1609.8240265685,1616.50565353125,12395.6434102487,36,"Anjanahary Equipe10",15657.9730903484,0.00229914815872244,0.102811776293114,0.103238499913355,0.791650575634809,1,11,"Moyen",4350.724,180131,125489.511,1.435426743,3,5,6649,-0.446899165555139,0.77850825987068,2.1836804998346,-1.40503779255395,-0.647081347996029,-1.19211415935594
"65",517,65,"Ankazatoho Equipe01","Ankazatoho",2003,115501,11149.9189790316,3667.56744460998,26613.5044893434,288.72164220328,"Ankazatoho Equipe01",41719.7125551882,0.00692050890382691,0.267257809225846,0.0879097007142223,0.637911981156105,1,12,"Pauvre",8443.286,519520,1104845.19,0.470219724,12,18,24901,1.19346133190045,1.66467713092654,0.121011412035761,-0.102700020918084,0.896137838052054,-0.32678058542265
"66",523,66,"Ankazatoho Equipe02","Ankazatoho",2052,119205,9130.74557211152,12955.3710214691,20350.0094055184,621.573839494027,"Ankazatoho Equipe02",43057.699838593,0.0144358347478865,0.212058368336888,0.300883955019285,0.47262184189594,1,12,"Pauvre",8443.286,519520,1104845.19,0.470219724,12,18,24901,-0.703177247687501,-3.27943723824092,0.121011412035761,-0.102700020918084,0.896137838052054,-0.32678058542265
"67",585,67,"Ankazatoho Equipe03","Ankazatoho",2050,114871,7948.5138726834,4454.83064593575,28918.274435125,171.235449463129,"Ankazatoho Equipe03",41492.8544032073,0.00412686598514401,0.191563438741611,0.107363802997159,0.696945892276086,1,12,"Pauvre",8443.286,519520,1104845.19,0.470219724,12,18,24901,0.336856138106157,1.0763702248234,0.121011412035761,-0.102700020918084,0.896137838052054,-0.32678058542265
"68",521,68,"Ankazatoho Equipe08","Ankazatoho",2394,142626,19151.3316924982,6646.0463440488,24133.4321311543,1585.82666517288,"Ankazatoho Equipe08",51516.6368328741,0.0307828065391279,0.371750426073567,0.129007768220766,0.468458999166539,1,12,"Pauvre",8443.286,519520,1104845.19,0.470219724,12,18,24901,2.23580811896247,-0.408808373924752,0.121011412035761,-0.102700020918084,0.896137838052054,-0.32678058542265
"69",396,69,"Ankerana Equipe01","Ankerana",1425,80344,6822.76104512299,3458.66978105606,18524.0555820192,193.952582940459,"Ankerana Equipe01",28999.4389911387,0.00668814948453743,0.235272173617145,0.119266782440616,0.638772894457702,1,13,"Moyen",11362.024,599441,649755.455,0.922564013,2,3,18268,0.680569052996885,0.903699711575894,0.498851290847487,0.203980917612364,-0.884499684311118,0.290358992405347
"70",402,70,"Ankerana Equipe02","Ankerana",1745,89009,8057.76842650371,4254.34664817798,19647.5513321634,167.83220391348,"Ankerana Equipe02",32127.4986107586,0.00522394245337475,0.250805969183215,0.132420724679553,0.611549363683857,1,13,"Moyen",11362.024,599441,649755.455,0.922564013,2,3,18268,0.696281360251051,0.864404831640824,0.498851290847487,0.203980917612364,-0.884499684311118,0.290358992405347
"71",399,71,"Ankerana Equipe04","Ankerana",1529,77602,2228.3652037076,4198.99588946438,21460.7077930366,122.651799947489,"Ankerana Equipe04",28010.7206861561,0.00437874488563616,0.0795540117898123,0.149906742368813,0.766160500955739,1,13,"Moyen",11362.024,599441,649755.455,0.922564013,2,3,18268,-0.953168705674216,-0.405253139126528,0.498851290847487,0.203980917612364,-0.884499684311118,0.290358992405347
"72",401,72,"Ankerana Equipe05","Ankerana",1448,59690,1351.96892954848,2266.30667704972,17899.2193576326,28.1896084678592,"Ankerana Equipe05",21545.6845726987,0.00130836448351144,0.062748942832924,0.105186106730693,0.830756585952872,1,13,"Moyen",11362.024,599441,649755.455,0.922564013,2,3,18268,-0.831206333389127,0.585487011809629,0.498851290847487,0.203980917612364,-0.884499684311118,0.290358992405347
"73",397,73,"Ankerana Equipe06","Ankerana",1090,61616,5791.32912059738,2517.81010347072,13786.5537829981,145.186402436346,"Ankerana Equipe06",22240.8794095025,0.00652790745200094,0.260391192900538,0.113206409562878,0.619874490084583,1,13,"Moyen",11362.024,599441,649755.455,0.922564013,2,3,18268,0.942829022367527,1.17864607915123,0.498851290847487,0.203980917612364,-0.884499684311118,0.290358992405347
"74",400,74,"Ankerana Equipe07","Ankerana",1560,89267,1519.79357830028,4243.76663939691,26401.6328710408,57.1736589670181,"Ankerana Equipe07",32222.366747705,0.00177434697502753,0.0471657960509223,0.131702511880173,0.819357345093877,1,13,"Moyen",11362.024,599441,649755.455,0.922564013,2,3,18268,-1.15231271944794,-0.0436730276384839,0.498851290847487,0.203980917612364,-0.884499684311118,0.290358992405347
"75",398,75,"Ankerana Equipe09","Ankerana",1318,68611,1768.4822346229,4330.10005980475,18609.7600384274,57.2341385744512,"Ankerana Equipe09",24765.5764714295,0.0023110359914488,0.0714088863089089,0.174843499597117,0.751436578102525,1,13,"Moyen",11362.024,599441,649755.455,0.922564013,2,3,18268,-1.24193488239931,-0.75771453431571,0.498851290847487,0.203980917612364,-0.884499684311118,0.290358992405347
"76",384,76,"Ankerana Equipe10","Ankerana",1247,75955,8289.48126142074,3081.1543678767,15661.0362282553,383.373406518716,"Ankerana Equipe10",27415.0452640714,0.013984051560956,0.302369782051188,0.112389176753054,0.571256989634802,1,13,"Moyen",11362.024,599441,649755.455,0.922564013,2,3,18268,1.44961449459604,0.84325327580533,0.498851290847487,0.203980917612364,-0.884499684311118,0.290358992405347
"77",509,77,"Anosipatrana Equipe04","Anosipatrana",1072,51955,1964.46436713697,2505.15814428622,14228.8970232524,63.1062766853429,"Anosipatrana Equipe04",18761.625811361,0.00336358252316968,0.104706510346635,0.133525642685467,0.758404264444728,1,14,"Pauvre",3317.054,160269,200276.877,0.800237164,1,10,8647,-0.630893759479875,0.133087257332253,1.51912821938949,-1.48125426633546,-0.0535355072083046,-1.41067391614585
"78",512,78,"Anosipatrana Equipe09","Anosipatrana",1128,58964,4455.50988379854,2921.81635097519,13711.1216691911,204.659529240802,"Anosipatrana Equipe09",21293.1074332056,0.00961153884574146,0.209246578864782,0.137218879871838,0.643923002417638,1,14,"Pauvre",3317.054,160269,200276.877,0.800237164,1,10,8647,0.372812647397077,0.17759842684178,1.51912821938949,-1.48125426633546,-0.0535355072083046,-1.41067391614585
"79",513,79,"Anosipatrana Equipe10","Anosipatrana",1118,50480,1640.3657675624,3032.15841174163,13525.145139125,32,"Anosipatrana Equipe10",18229.669318429,0.0017553801685064,0.0899832980461192,0.16633096074191,0.741930361043464,1,14,"Pauvre",3317.054,160269,200276.877,0.800237164,1,10,8647,-1.02649630853088,-0.443324474563183,1.51912821938949,-1.48125426633546,-0.0535355072083046,-1.41067391614585
"80",487,80,"Faravohitra-Analakely Equipe01","Faravohitra-Analakely",1442,80923,1589.60820760365,3189.83475226742,24433.9685247852,1,"Faravohitra-Analakely Equipe01",29214.4114846563,3.42296814887136e-05,0.054411782638118,0.109187027571743,0.83636696010865,1,15,"Riche",6134.63,345791,155817.136,2.219210344,4,9,2643,-0.956027038678496,0.563128124573087,-0.256734606701845,-0.769350497888545,-0.172244675365849,-0.814924087576688
"81",485,81,"Faravohitra-Analakely Equipe02","Faravohitra-Analakely",1708,90356,6552.09382316151,3821.87645663009,21920.6981809413,328.648944967041,"Faravohitra-Analakely Equipe02",32623.3174056999,0.0100740504369926,0.200840820131209,0.117151680471414,0.671933448960384,1,15,"Riche",6134.63,345791,155817.136,2.219210344,4,9,2643,0.45231522841694,0.469532643581828,-0.256734606701845,-0.769350497888545,-0.172244675365849,-0.814924087576688
"82",488,82,"Faravohitra-Analakely Equipe03","Faravohitra-Analakely",1593,86869,5950.67063723338,2800.31931656369,22497.3068342325,115.053624438704,"Faravohitra-Analakely Equipe03",31363.3504124683,0.00366840987731225,0.189733257415883,0.0892863574757129,0.717311975231092,1,15,"Riche",6134.63,345791,155817.136,2.219210344,4,9,2643,0.443632702004052,1.44330647502506,-0.256734606701845,-0.769350497888545,-0.172244675365849,-0.814924087576688
"83",586,83,"Faravohitra-Analakely Equipe04","Faravohitra-Analakely",1399,73589,2302.38446066792,2478.06247925381,21767.2186749491,19.8713983297348,"Faravohitra-Analakely Equipe04",26567.5370132005,0.000747957867523112,0.0866615697015475,0.0932740764799743,0.819316395950955,1,15,"Riche",6134.63,345791,155817.136,2.219210344,4,9,2643,-0.544220245792249,0.995783229405923,-0.256734606701845,-0.769350497888545,-0.172244675365849,-0.814924087576688
"84",494,84,"Isotry-Antetezana Equipe05","Isotry-Antetezana",1013,57622,425.613124462776,2572.58987923876,17803.7909260091,1,"Isotry-Antetezana Equipe05",20802.9939297106,4.80700039320692e-05,0.0204592245664659,0.123664405610609,0.855828299818993,1,16,"Riche",2282.044,127756,136097.686,0.938708098,2,4,10652,-1.35962089013722,0.0891960043640551,3.89652244766949,-1.60601643590842,-0.765790516153574,-1.62951700327726
"85",495,85,"Isotry-Antetezana Equipe07","Isotry-Antetezana",1269,69311,1090.43247679365,2864.20898265024,21068.7756095498,0,"Isotry-Antetezana Equipe07",25023.4170689937,0,0.0435764817325766,0.114461145524336,0.841962372743087,1,16,"Riche",2282.044,127756,136097.686,0.938708098,2,4,10652,-1.09024387794827,0.402646774050992,3.89652244766949,-1.60601643590842,-0.765790516153574,-1.62951700327726
"86",525,86,"Mahamasina Equipe06","Mahamasina",1515,82652,4485.14348750045,4148.11901161401,21090.6266003037,121.309189848602,"Mahamasina Equipe06",29845.1982892668,0.00406461329802014,0.150280237511889,0.138987818791132,0.706667330398959,1,17,"Moyen",6163.348,366789,527641.433,0.695148214,3,5,7528,-0.256842175247424,0.24201389508291,-0.439308605031791,-0.68877485009557,-0.647081347996029,-0.808851937765344
"87",532,87,"Mahamasina Equipe08","Mahamasina",1543,82461,9389.19075124629,5298.177546417,14389.3376170711,701.353687589552,"Mahamasina Equipe08",29778.0596023239,0.0235526994356213,0.315305660497554,0.177922188926088,0.483219451140736,1,17,"Moyen",6163.348,366789,527641.433,0.695148214,3,5,7528,1.25718728158303,-1.0837875672152,-0.439308605031791,-0.68877485009557,-0.647081347996029,-0.808851937765344
"88",533,88,"Mahamasina Equipe09","Mahamasina",1629,96543,10275.9629911696,4397.71140612841,19821.9930956695,366.413591135759,"Mahamasina Equipe09",34862.0810841033,0.0105103763097734,0.294760458114341,0.126145980657871,0.568583184918015,1,17,"Moyen",6163.348,366789,527641.433,0.695148214,3,5,7528,1.22181180153048,0.817527548374885,-0.439308605031791,-0.68877485009557,-0.647081347996029,-0.808851937765344
"89",524,89,"Mahamasina Equipe10","Mahamasina",1476,78323,2224.94018591344,4462.96868273012,21475.1478266565,118.501884476282,"Mahamasina Equipe10",28281.5585797763,0.00419007616366024,0.0786710597875061,0.157804905629264,0.759333958419569,1,17,"Moyen",6163.348,366789,527641.433,0.695148214,3,5,7528,-1.02148181097148,-0.544284070670357,-0.439308605031791,-0.68877485009557,-0.647081347996029,-0.808851937765344
"90",544,90,"Mandroseza Equipe01","Mandroseza",1224,74842,5089.70501460884,3694.41018804972,17954.0550886955,288.570168688893,"Mandroseza Equipe01",27026.740460043,0.0106772094517103,0.188321082304897,0.136694626328011,0.664307081915382,1,18,"Riche",4360.538,285634,1326505.949,0.215328096,4,7,16967,0.211115878633658,-0.021078710678501,-0.539338810825619,-1.000191018142,-0.409663011680939,-1.19003908176528
"91",545,91,"Mandroseza Equipe02","Mandroseza",1385,84623,10181.7809982307,3582.50218870813,16072.7378915571,722.3511971517,"Mandroseza Equipe02",30559.3722756476,0.023637632037597,0.333180305746804,0.117230882767935,0.525951179447664,1,18,"Riche",4360.538,285634,1326505.949,0.215328096,4,7,16967,1.85574549825525,0.159237193341753,-0.539338810825619,-1.000191018142,-0.409663011680939,-1.19003908176528
"92",546,92,"Mandroseza Equipe03","Mandroseza",1752,92334,6449.680085302,4951.42020097973,21164.9428382423,775.938776124443,"Mandroseza Equipe03",33341.9819006485,0.023272125167501,0.193440213137916,0.148504075604559,0.634783586090024,1,18,"Riche",4360.538,285634,1326505.949,0.215328096,4,7,16967,0.392324545513002,-1.22349929559851,-0.539338810825619,-1.000191018142,-0.409663011680939,-1.19003908176528
"93",124,93,"Soavimasoandro Equipe01","Soavimasoandro",1664,80000,4545.74175311815,5396.29951499901,18687.1196915492,238.423084907234,"Soavimasoandro Equipe01",28867.5840445736,0.00825919774024358,0.157468728456777,0.18693284157991,0.647339232223069,1,19,"Riche",13854.753,685235,4722367.687,0.145104118,2,10,32838,-0.467051272454695,-0.95625664673732,-0.934781914890156,0.533198325305978,-0.0535355072083046,0.817422991537714
"94",126,94,"Soavimasoandro Equipe02","Soavimasoandro",1489,77116,3088.45161083863,5013.7306543904,19557.730482731,166.09121883288,"Soavimasoandro Equipe02",27826.0039667929,0.0059689209787755,0.110991560790559,0.180181482773226,0.70285803545744,1,19,"Riche",13854.753,685235,4722367.687,0.145104118,2,10,32838,-0.867691159973406,-0.918765130853227,-0.934781914890156,0.533198325305978,-0.0535355072083046,0.817422991537714
"95",115,95,"Soavimasoandro Equipe03","Soavimasoandro",1743,85315,5299.20053991718,5541.41291365997,19755.8685765103,188.445147874208,"Soavimasoandro Equipe03",30784.9271779617,0.0061213446042878,0.172136205139728,0.180004093614584,0.6417383566414,1,19,"Riche",13854.753,685235,4722367.687,0.145104118,2,10,32838,-0.325336206581188,-0.567871232049658,-0.934781914890156,0.533198325305978,-0.0535355072083046,0.817422991537714
"96",121,96,"Soavimasoandro Equipe04","Soavimasoandro",1803,100436,6140.13760636725,6444.83841519883,23360.0270399902,296.830621939763,"Soavimasoandro Equipe04",36241.833683496,0.00819027603658297,0.169421273216741,0.177828706777983,0.644559743968693,1,19,"Riche",13854.753,685235,4722367.687,0.145104118,2,10,32838,-0.297066214868758,-0.708695666669675,-0.934781914890156,0.533198325305978,-0.0535355072083046,0.817422991537714
"97",125,97,"Soavimasoandro Equipe05","Soavimasoandro",1319,73379,3249.01019685987,4488.18556560096,18589.2883145557,151.947817395907,"Soavimasoandro Equipe05",26478.4318944124,0.00573855045502039,0.122704026047157,0.169503450336425,0.702053973161397,1,19,"Riche",13854.753,685235,4722367.687,0.145104118,2,10,32838,-0.691259735996433,-0.62998810786971,-0.934781914890156,0.533198325305978,-0.0535355072083046,0.817422991537714
"98",120,98,"Soavimasoandro Equipe06","Soavimasoandro",1335,77267,3690.38888780507,5601.5551826192,18335.9235120948,252.795532508055,"Soavimasoandro Equipe06",27880.6631150271,0.00906705595434002,0.132363741586046,0.200911834826485,0.657657367633128,1,19,"Riche",13854.753,685235,4722367.687,0.145104118,2,10,32838,-0.775154775849146,-1.43239200385117,-0.934781914890156,0.533198325305978,-0.0535355072083046,0.817422991537714
"99",122,99,"Soavimasoandro Equipe07","Soavimasoandro",862,48267,1479.67978335838,2243.61112486967,13673.3117195022,19.3245579004288,"Soavimasoandro Equipe07",17415.9271856306,0.0011095911055699,0.0849612982178302,0.12882524719791,0.78510386347869,1,19,"Riche",13854.753,685235,4722367.687,0.145104118,2,10,32838,-0.810374510291602,0.286275751800069,-0.934781914890156,0.533198325305978,-0.0535355072083046,0.817422991537714
"100",123,100,"Soavimasoandro Equipe08","Soavimasoandro",1383,72200,4175.28616169066,3634.96988531857,18023.9105466339,217.332228584215,"Soavimasoandro Equipe08",26051.4988222274,0.00834240786172291,0.160270477725,0.139530163317021,0.691856951096256,1,19,"Riche",13854.753,685235,4722367.687,0.145104118,2,10,32838,-0.0975109778165082,-0.0524099027272171,-0.934781914890156,0.533198325305978,-0.0535355072083046,0.817422991537714
"101",116,101,"Soavimasoandro Equipe09","Soavimasoandro",1256,66364,2098.52833125223,4382.37726878078,17399.7412052113,66.0356862545013,"Soavimasoandro Equipe09",23946.6824914988,0.00275761313818498,0.0876333634939711,0.183005611334119,0.726603412033725,1,19,"Riche",13854.753,685235,4722367.687,0.145104118,2,10,32838,-1.15034572458674,-0.851996715616548,-0.934781914890156,0.533198325305978,-0.0535355072083046,0.817422991537714
"102",117,102,"Soavimasoandro Equipe10","Soavimasoandro",1002,50047,1240.69022859394,2907.24871709503,13837.9247818116,72.8829363286495,"Soavimasoandro Equipe10",18058.7466638293,0.00403588010205771,0.0687030086688674,0.160988399207023,0.766272712022052,1,19,"Riche",13854.753,685235,4722367.687,0.145104118,2,10,32838,-1.13502855581632,-0.650614192418525,-0.934781914890156,0.533198325305978,-0.0535355072083046,0.817422991537714
