"","fid","id_transect","Name","fkt","tr_lengh","tr_area","green","industrial","urban","water","name_transect","sum","p_water","p_green","p_industrial","p_urban","sum_check","id_fkt","Seclasse","length","area_real","area_admin","percentage covared","pcc_bac","pcc_total","population","index1","index2","pop_dens_s","area_s","pcc_s","length_s"
"11",103,11,"Ambodimita Equipe02","Ambodimita",1150,66767,7057.36762295551,1752.82984429179,15063.7553898503,219.067210007459,"Ambodimita Equipe02",24093.0200671051,0.0090925591477242,0.292921667906264,0.0727525996911022,0.62523317325491,1,2,"Moyen",7271.998,389383,1284071.607,0.303240877,2,5,12757,1.56747076917335,1.92740320340875,-0.732821152814047,-0.602074869800567,-0.647081347996029,-0.574438368284627
"12",69,12,"Ambodimita Equipe03","Ambodimita",739,42396,2355.70791207935,1575.10689745555,11287.863972513,80.3648025766015,"Ambodimita Equipe03",15299.0435846245,0.00525292984048805,0.153977462646542,0.102954599007648,0.737815008505321,1,2,"Moyen",7271.998,389383,1284071.607,0.303240877,2,5,12757,0.0576688459862912,0.848094076270246,-0.732821152814047,-0.602074869800567,-0.647081347996029,-0.574438368284627
"13",574,13,"Ambodimita Equipe04","Ambodimita",955,57469,6140.21701567828,1981.44648773479,12222.2121758477,395.009141584858,"Ambodimita Equipe04",20738.8848208456,0.0190467879539895,0.296072670672555,0.0955425764139039,0.589337964959551,1,2,"Moyen",7271.998,389383,1284071.607,0.303240877,2,5,12757,1.60532249671528,0.718025090472613,-0.732821152814047,-0.602074869800567,-0.647081347996029,-0.574438368284627
"14",573,14,"Ambodimita Equipe05","Ambodimita",800,42526,1882.42956744629,1319.80348432297,12030.5366881336,113.343380637409,"Ambodimita Equipe05",15346.1131205403,0.00738580380237795,0.122664908870424,0.0860024602944215,0.783946827032777,1,2,"Moyen",7271.998,389383,1284071.607,0.303240877,2,5,12757,-0.0576923842630555,0.812572728492357,-0.732821152814047,-0.602074869800567,-0.647081347996029,-0.574438368284627
"15",102,15,"Ambodimita Equipe06","Ambodimita",1094,54869,2148.44258187284,1561.85824084701,16055.3725444717,34.3915198380128,"Ambodimita Equipe06",19800.0648870296,0.00173693975419957,0.108506845514442,0.0788814708314483,0.810874743899911,1,2,"Moyen",7271.998,389383,1284071.607,0.303240877,2,5,12757,-0.230195837497755,1.31647617356189,-0.732821152814047,-0.602074869800567,-0.647081347996029,-0.574438368284627
"16",47,16,"Ambodimita Equipe07","Ambodimita",541,32822,1939.55289307448,989.934490618114,8880.30580158766,34.1199057251215,"Ambodimita Equipe07",11843.9130910054,0.00288079669809746,0.163759466839337,0.0835817084279266,0.749778028034639,1,2,"Moyen",7271.998,389383,1284071.607,0.303240877,2,5,12757,0.242393876896213,1.46121887646648,-0.732821152814047,-0.602074869800567,-0.647081347996029,-0.574438368284627
"17",51,17,"Ambodimita Equipe08","Ambodimita",889,42627,1878.78972754428,1545.531272589,11857.0483233723,101,"Ambodimita Equipe08",15382.3693235056,0.00656595859037548,0.122139163872065,0.100474201346036,0.770820676191523,1,2,"Moyen",7271.998,389383,1284071.607,0.303240877,2,5,12757,-0.181591654233769,0.602268547539901,-0.732821152814047,-0.602074869800567,-0.647081347996029,-0.574438368284627
"18",42,18,"Ambodimita Equipe09","Ambodimita",1042,63178,6429.21429166634,1710.51107624592,14387.7694742643,269.99780298589,"Ambodimita Equipe09",22797.4926451625,0.011843311332011,0.282014096538401,0.0750306668750647,0.631111925254523,1,2,"Moyen",7271.998,389383,1284071.607,0.303240877,2,5,12757,1.50334158853766,1.59971454194441,-0.732821152814047,-0.602074869800567,-0.647081347996029,-0.574438368284627
"19",468,19,"Ambodivona Equipe02","Ambodimita",963,47462,751.466145292856,2769.12194223121,13599.0877419507,13.0606826394796,"Ambodivona Equipe02",17132.7365121142,0.000762323206817817,0.0438614196139366,0.161627533364166,0.793748723815079,1,2,"Moyen",7271.998,389383,1284071.607,0.303240877,2,5,12757,-1.41601119056889,-0.546373178810225,-0.732821152814047,-0.602074869800567,-0.647081347996029,-0.574438368284627
"20",583,20,"Ambodivona Equipe04","Ambodimita",1201,69240,665.316777887521,3227.42243817991,21088.6839209997,12.7426764369011,"Ambodivona Equipe04",24994.1658135041,0.000509826034282623,0.0266188830966328,0.129127031574551,0.843744259294533,1,2,"Moyen",7271.998,389383,1284071.607,0.303240877,2,5,12757,-1.33683041356011,-0.0146101949100335,-0.732821152814047,-0.602074869800567,-0.647081347996029,-0.574438368284627
"21",101,21,"Ambohimanandray Equipe01","Ambohimanandray",906,44787,1655.47013187595,2491.72710486528,11921.7032382244,93.3954756073654,"Ambohimanandray Equipe01",16162.295950573,0.00577860199398552,0.102427906093209,0.154169129960582,0.737624361952224,1,4,"Moyen",1859.233,105997,78224.977,1.355027564,1,3,4018,-0.75800022812239,-0.463290689919527,2.07394071949072,-1.68951226981295,-0.884499684311118,-1.71891639508325
"22",99,22,"Ambohimanandray Equipe10","Ambohimanandray",953,54121,3285.05406393269,2473.17617018783,13614.929713443,157.930463255383,"Ambohimanandray Equipe10",19531.0904108189,0.00808610578997167,0.168196142398326,0.126627654583886,0.697090097227816,1,4,"Moyen",1859.233,105997,78224.977,1.355027564,1,3,4018,0.0612358036053737,0.258119541515862,2.07394071949072,-1.68951226981295,-0.884499684311118,-1.71891639508325
"23",538,23,"Ambohimiandra Equipe04","Ambohimiandra",1205,61481,2679.27505757462,4337.4181026462,14902.6617254297,282.72399889119,"Ambohimiandra Equipe04",22202.0788845417,0.0127341227982051,0.120676765068161,0.195360899544689,0.671228212588945,1,5,"Pauvre",10172.046,573303,474234.601,1.208901668,3,9,8674,-0.773301652740612,-1.6904750328418,-0.166743516223206,0.10368154233792,-0.172244675365849,0.0387493856011036
"24",539,24,"Ambohimiandra Equipe05","Ambohimiandra",1434,69104,3482.78617266877,4033.22224565291,17158.678963882,279.803814258426,"Ambohimiandra Equipe05",24954.491196462,0.0112125633841052,0.139565505273157,0.161623100783747,0.687598830558991,1,5,"Pauvre",10172.046,573303,474234.601,1.208901668,3,9,8674,-0.389353626826894,-0.821034956012951,-0.166743516223206,0.10368154233792,-0.172244675365849,0.0387493856011036
"25",537,25,"Ambohimiandra Equipe06","Ambohimiandra",1496,80813,6741.00572641831,4411.4704236061,17442.1696481613,587.763286159432,"Ambohimiandra Equipe06",29182.4090843452,0.0201410131857392,0.230995518805009,0.151168822658052,0.5976946453512,1,5,"Pauvre",10172.046,573303,474234.601,1.208901668,3,9,8674,0.648587944708271,-0.801745690818812,-0.166743516223206,0.10368154233792,-0.172244675365849,0.0387493856011036
